"Ionic radius ","Temperature","Frequency","Re(Z)","Img(Z)"
"2.06E-10","20","2.29E+1","8.66E+4","7.18E+3"
"2.06E-10","20","2.09E+1","8.68E+4","7.95E+3"
"2.06E-10","20","1.91E+1","8.76E+4","8.03E+3"
"2.06E-10","20","1.74E+1","8.81E+4","8.47E+3"
"2.06E-10","20","1.58E+1","8.84E+4","8.80E+3"
"2.06E-10","20","1.45E+1","8.90E+4","9.08E+3"
"2.06E-10","20","1.32E+1","8.98E+4","9.46E+3"
"2.06E-10","20","1.20E+1","9.03E+4","1.02E+4"
"2.06E-10","20","1.10E+1","9.09E+4","1.04E+4"
"2.06E-10","20","1.00E+1","9.15E+4","1.07E+4"
"2.06E-10","20","9.12E+0","9.24E+4","1.11E+4"
"2.06E-10","20","8.32E+0","9.31E+4","1.13E+4"
"2.06E-10","20","7.59E+0","9.39E+4","1.19E+4"
"2.06E-10","20","6.92E+0","9.43E+4","1.22E+4"
"2.06E-10","20","6.31E+0","9.51E+4","1.25E+4"
"2.06E-10","20","5.75E+0","9.60E+4","1.27E+4"
"2.06E-10","20","5.25E+0","9.69E+4","1.29E+4"
"2.06E-10","20","4.79E+0","9.79E+4","1.35E+4"
"2.06E-10","20","4.37E+0","9.87E+4","1.38E+4"
"2.06E-10","20","3.98E+0","9.95E+4","1.38E+4"
"2.06E-10","20","3.63E+0","1.01E+5","1.43E+4"
"2.06E-10","20","3.31E+0","1.01E+5","1.45E+4"
"2.06E-10","20","3.02E+0","1.02E+5","1.49E+4"
"2.06E-10","20","2.75E+0","1.04E+5","1.50E+4"
"2.06E-10","20","2.51E+0","1.04E+5","1.54E+4"
"2.06E-10","20","2.29E+0","1.05E+5","1.55E+4"
"2.06E-10","20","2.09E+0","1.06E+5","1.54E+4"
"2.06E-10","20","1.91E+0","1.07E+5","1.57E+4"
"2.06E-10","20","1.74E+0","1.08E+5","1.56E+4"
"2.06E-10","20","1.58E+0","1.09E+5","1.60E+4"
"2.06E-10","20","1.45E+0","1.11E+5","1.61E+4"
"2.06E-10","20","1.32E+0","1.11E+5","1.67E+4"
"2.06E-10","20","1.20E+0","1.12E+5","1.73E+4"
"2.06E-10","20","1.10E+0","1.14E+5","1.72E+4"
"2.06E-10","20","1.00E+0","1.14E+5","1.75E+4"
"2.06E-10","25","1.00E+6","4.31E+3","1.39E+3"
"2.06E-10","25","9.12E+5","4.36E+3","1.46E+3"
"2.06E-10","25","8.32E+5","4.46E+3","1.58E+3"
"2.06E-10","25","7.59E+5","4.50E+3","1.68E+3"
"2.06E-10","25","6.92E+5","4.51E+3","1.78E+3"
"2.06E-10","25","6.31E+5","4.60E+3","1.88E+3"
"2.06E-10","25","5.75E+5","4.64E+3","2.02E+3"
"2.06E-10","25","5.25E+5","4.71E+3","2.16E+3"
"2.06E-10","25","4.79E+5","4.76E+3","2.32E+3"
"2.06E-10","25","4.37E+5","4.86E+3","2.48E+3"
"2.06E-10","25","3.98E+5","4.90E+3","2.62E+3"
"2.06E-10","25","3.63E+5","4.98E+3","2.79E+3"
"2.06E-10","25","3.31E+5","5.07E+3","2.98E+3"
"2.06E-10","25","3.02E+5","5.16E+3","3.19E+3"
"2.06E-10","25","2.75E+5","5.24E+3","3.42E+3"
"2.06E-10","25","2.51E+5","5.33E+3","3.66E+3"
"2.06E-10","25","2.29E+5","5.42E+3","3.91E+3"
"2.06E-10","25","2.09E+5","5.53E+3","4.19E+3"
"2.06E-10","25","1.91E+5","5.61E+3","4.49E+3"
"2.06E-10","25","1.74E+5","5.72E+3","4.81E+3"
"2.06E-10","25","1.58E+5","5.83E+3","5.19E+3"
"2.06E-10","25","1.45E+5","5.93E+3","5.59E+3"
"2.06E-10","25","1.32E+5","6.04E+3","6.03E+3"
"2.06E-10","25","1.20E+5","6.20E+3","6.50E+3"
"2.06E-10","25","1.10E+5","6.33E+3","7.01E+3"
"2.06E-10","25","1.00E+5","6.51E+3","7.57E+3"
"2.06E-10","25","9.12E+4","6.70E+3","8.23E+3"
"2.06E-10","25","8.32E+4","6.87E+3","8.90E+3"
"2.06E-10","25","7.59E+4","7.10E+3","9.62E+3"
"2.06E-10","25","6.92E+4","7.37E+3","1.04E+4"
"2.06E-10","25","6.31E+4","7.66E+3","1.13E+4"
"2.06E-10","25","5.75E+4","8.01E+3","1.22E+4"
"2.06E-10","25","5.25E+4","8.41E+3","1.33E+4"
"2.06E-10","25","4.79E+4","8.89E+3","1.44E+4"
"2.06E-10","25","4.37E+4","9.43E+3","1.55E+4"
"2.06E-10","25","3.98E+4","1.00E+4","1.68E+4"
"2.06E-10","25","3.63E+4","1.08E+4","1.82E+4"
"2.06E-10","25","3.31E+4","1.16E+4","1.96E+4"
"2.06E-10","25","3.02E+4","1.27E+4","2.12E+4"
"2.06E-10","25","2.75E+4","1.37E+4","2.27E+4"
"2.06E-10","25","2.51E+4","1.50E+4","2.44E+4"
"2.06E-10","25","2.29E+4","1.66E+4","2.61E+4"
"2.06E-10","25","2.09E+4","1.84E+4","2.78E+4"
"2.06E-10","25","1.91E+4","2.03E+4","2.94E+4"
"2.06E-10","25","1.74E+4","2.25E+4","3.14E+4"
"2.06E-10","25","1.58E+4","2.50E+4","3.26E+4"
"2.06E-10","25","1.45E+4","2.96E+4","3.55E+4"
"2.06E-10","25","1.32E+4","3.26E+4","3.67E+4"
"2.06E-10","25","1.20E+4","3.60E+4","3.77E+4"
"2.06E-10","25","1.10E+4","3.95E+4","3.83E+4"
"2.06E-10","25","1.00E+4","4.32E+4","3.86E+4"
"2.06E-10","25","9.12E+3","4.68E+4","3.85E+4"
"2.06E-10","25","8.32E+3","5.04E+4","3.81E+4"
"2.06E-10","25","7.59E+3","5.40E+4","3.77E+4"
"2.06E-10","25","6.92E+3","5.73E+4","3.65E+4"
"2.06E-10","25","6.31E+3","6.04E+4","3.53E+4"
"2.06E-10","25","5.75E+3","6.34E+4","3.38E+4"
"2.06E-10","25","5.25E+3","6.62E+4","3.23E+4"
"2.06E-10","25","4.79E+3","6.87E+4","3.05E+4"
"2.06E-10","25","4.37E+3","7.06E+4","2.87E+4"
"2.06E-10","25","3.98E+3","7.28E+4","2.67E+4"
"2.06E-10","25","3.63E+3","7.44E+4","2.47E+4"
"2.06E-10","25","3.31E+3","7.58E+4","2.28E+4"
"2.06E-10","25","3.02E+3","7.68E+4","2.09E+4"
"2.06E-10","25","2.75E+3","7.78E+4","1.91E+4"
"2.06E-10","25","2.51E+3","7.86E+4","1.75E+4"
"2.06E-10","25","2.29E+3","7.94E+4","1.57E+4"
"2.06E-10","25","2.09E+3","8.01E+4","1.45E+4"
"2.06E-10","25","1.91E+3","8.04E+4","1.32E+4"
"2.06E-10","25","1.74E+3","8.07E+4","1.19E+4"
"2.06E-10","25","1.58E+3","8.10E+4","1.05E+4"
"2.06E-10","25","1.45E+3","8.13E+4","9.49E+3"
"2.06E-10","25","1.32E+3","8.14E+4","8.44E+3"
"2.06E-10","25","1.20E+3","8.16E+4","7.42E+3"
"2.06E-10","25","1.10E+3","8.17E+4","6.66E+3"
"2.06E-10","25","1.00E+3","8.18E+4","5.89E+3"
"2.06E-10","25","9.12E+2","8.15E+4","5.14E+3"
"2.06E-10","25","8.32E+2","8.17E+4","4.63E+3"
"2.06E-10","25","7.59E+2","8.17E+4","4.09E+3"
"2.06E-10","25","6.92E+2","8.14E+4","3.50E+3"
"2.06E-10","25","6.31E+2","8.13E+4","3.19E+3"
"2.06E-10","25","5.75E+2","8.13E+4","2.63E+3"
"2.06E-10","25","5.25E+2","8.10E+4","2.26E+3"
"2.06E-10","25","4.79E+2","8.09E+4","1.86E+3"
"2.06E-10","25","4.37E+2","8.07E+4","1.73E+3"
"2.06E-10","25","3.98E+2","8.09E+4","1.57E+3"
"2.06E-10","25","3.63E+2","8.08E+4","1.57E+3"
"2.06E-10","25","3.31E+2","8.07E+4","1.11E+3"
"2.06E-10","25","3.02E+2","8.06E+4","1.03E+3"
"2.06E-10","25","2.75E+2","8.07E+4","1.17E+3"
"2.06E-10","25","2.51E+2","8.05E+4","7.52E+2"
"2.06E-10","25","2.29E+2","8.05E+4","9.60E+2"
"2.06E-10","25","2.09E+2","8.03E+4","9.12E+2"
"2.06E-10","25","1.91E+2","8.02E+4","9.43E+2"
"2.06E-10","25","1.74E+2","8.04E+4","9.78E+2"
"2.06E-10","25","1.58E+2","8.00E+4","9.20E+2"
"2.06E-10","25","1.45E+2","7.99E+4","1.06E+3"
"2.06E-10","25","1.32E+2","7.99E+4","1.18E+3"
"2.06E-10","25","1.20E+2","8.00E+4","1.31E+3"
"2.06E-10","25","1.10E+2","8.00E+4","1.64E+3"
"2.06E-10","25","1.00E+2","8.00E+4","1.80E+3"
"2.06E-10","25","9.12E+1","8.00E+4","2.12E+3"
"2.06E-10","25","8.32E+1","8.01E+4","2.25E+3"
"2.06E-10","25","7.59E+1","8.00E+4","2.38E+3"
"2.06E-10","25","6.92E+1","8.02E+4","2.43E+3"
"2.06E-10","25","6.31E+1","8.04E+4","2.99E+3"
"2.06E-10","25","5.75E+1","8.06E+4","3.04E+3"
"2.06E-10","25","5.25E+1","7.98E+4","2.08E+3"
"2.06E-10","25","4.79E+1","8.06E+4","3.85E+3"
"2.06E-10","25","4.37E+1","8.09E+4","4.01E+3"
"2.06E-10","25","3.98E+1","8.11E+4","4.36E+3"
"2.06E-10","25","3.63E+1","8.13E+4","4.47E+3"
"2.06E-10","25","3.31E+1","8.16E+4","5.06E+3"
"2.06E-10","25","3.02E+1","8.17E+4","5.52E+3"
"2.06E-10","25","2.75E+1","8.22E+4","5.73E+3"
"2.06E-10","25","2.51E+1","8.23E+4","6.22E+3"
"2.06E-10","25","2.29E+1","8.28E+4","6.54E+3"
"2.06E-10","25","2.09E+1","8.31E+4","7.03E+3"
"2.06E-10","25","1.91E+1","8.34E+4","7.38E+3"
"2.06E-10","25","1.74E+1","8.41E+4","7.83E+3"
"2.06E-10","25","1.58E+1","8.48E+4","7.96E+3"
"2.06E-10","25","1.45E+1","8.51E+4","8.53E+3"
"2.06E-10","25","1.32E+1","8.54E+4","8.72E+3"
"2.06E-10","25","1.20E+1","8.59E+4","9.31E+3"
"2.06E-10","25","1.10E+1","8.67E+4","9.62E+3"
"2.06E-10","25","1.00E+1","8.71E+4","1.00E+4"
"2.06E-10","25","9.12E+0","8.76E+4","1.04E+4"
"2.06E-10","25","8.32E+0","8.84E+4","1.07E+4"
"2.06E-10","25","7.59E+0","8.93E+4","1.11E+4"
"2.06E-10","25","6.92E+0","8.99E+4","1.11E+4"
"2.06E-10","25","6.31E+0","9.02E+4","1.15E+4"
"2.06E-10","25","5.75E+0","9.13E+4","1.20E+4"
"2.06E-10","25","5.25E+0","9.20E+4","1.23E+4"
"2.06E-10","25","4.79E+0","9.29E+4","1.24E+4"
"2.06E-10","25","4.37E+0","9.36E+4","1.29E+4"
"2.06E-10","25","3.98E+0","9.45E+4","1.30E+4"
"2.06E-10","25","3.63E+0","9.53E+4","1.35E+4"
"2.06E-10","25","3.31E+0","9.64E+4","1.36E+4"
"2.06E-10","25","3.02E+0","9.70E+4","1.39E+4"
"2.06E-10","25","2.75E+0","9.78E+4","1.41E+4"
"2.06E-10","25","2.51E+0","9.88E+4","1.43E+4"
"2.06E-10","25","2.29E+0","9.97E+4","1.46E+4"
"2.06E-10","25","2.09E+0","1.01E+5","1.50E+4"
"2.06E-10","25","1.91E+0","1.02E+5","1.50E+4"
"2.06E-10","25","1.74E+0","1.03E+5","1.52E+4"
"2.06E-10","25","1.58E+0","1.04E+5","1.55E+4"
"2.06E-10","25","1.45E+0","1.05E+5","1.57E+4"
"2.06E-10","25","1.32E+0","1.06E+5","1.58E+4"
"2.06E-10","25","1.20E+0","1.06E+5","1.61E+4"
"2.06E-10","25","1.10E+0","1.08E+5","1.63E+4"
"2.06E-10","25","1.00E+0","1.09E+5","1.66E+4"
"2.06E-10","30","1.00E+6","4.04E+3","1.35E+3"
"2.06E-10","30","9.12E+5","4.06E+3","1.44E+3"
"2.06E-10","30","8.32E+5","4.11E+3","1.57E+3"
"2.06E-10","30","7.59E+5","4.17E+3","1.65E+3"
"2.06E-10","30","6.92E+5","4.19E+3","1.72E+3"
"2.06E-10","30","6.31E+5","4.25E+3","1.84E+3"
"2.06E-10","30","5.75E+5","4.31E+3","1.97E+3"
"2.06E-10","30","5.25E+5","4.37E+3","2.08E+3"
"2.06E-10","30","4.79E+5","4.42E+3","2.24E+3"
"2.06E-10","30","4.37E+5","4.48E+3","2.38E+3"
"2.06E-10","30","3.98E+5","4.56E+3","2.53E+3"
"2.06E-10","30","3.63E+5","4.63E+3","2.70E+3"
"2.06E-10","30","3.31E+5","4.71E+3","2.88E+3"
"2.06E-10","30","3.02E+5","4.78E+3","3.09E+3"
"2.06E-10","30","2.75E+5","4.85E+3","3.30E+3"
"2.06E-10","30","2.51E+5","4.94E+3","3.52E+3"
"2.06E-10","30","2.29E+5","5.04E+3","3.78E+3"
"2.06E-10","30","2.09E+5","5.12E+3","4.06E+3"
"2.06E-10","30","1.91E+5","5.21E+3","4.35E+3"
"2.06E-10","30","1.74E+5","5.31E+3","4.67E+3"
"2.06E-10","30","1.58E+5","5.42E+3","5.02E+3"
"2.06E-10","30","1.45E+5","5.53E+3","5.43E+3"
"2.06E-10","30","1.32E+5","5.64E+3","5.85E+3"
"2.06E-10","30","1.20E+5","5.78E+3","6.30E+3"
"2.06E-10","30","1.10E+5","5.95E+3","6.79E+3"
"2.06E-10","30","1.00E+5","6.05E+3","7.35E+3"
"2.06E-10","30","9.12E+4","6.26E+3","7.97E+3"
"2.06E-10","30","8.32E+4","6.44E+3","8.61E+3"
"2.06E-10","30","7.59E+4","6.66E+3","9.35E+3"
"2.06E-10","30","6.92E+4","6.86E+3","1.01E+4"
"2.06E-10","30","6.31E+4","7.19E+3","1.10E+4"
"2.06E-10","30","5.75E+4","7.52E+3","1.19E+4"
"2.06E-10","30","5.25E+4","7.97E+3","1.29E+4"
"2.06E-10","30","4.79E+4","8.33E+3","1.40E+4"
"2.06E-10","30","4.37E+4","8.93E+3","1.52E+4"
"2.06E-10","30","3.98E+4","9.60E+3","1.64E+4"
"2.06E-10","30","3.63E+4","1.03E+4","1.78E+4"
"2.06E-10","30","3.31E+4","1.11E+4","1.90E+4"
"2.06E-10","30","3.02E+4","1.21E+4","2.07E+4"
"2.06E-10","30","2.75E+4","1.32E+4","2.21E+4"
"2.06E-10","30","2.51E+4","1.43E+4","2.37E+4"
"2.06E-10","30","2.29E+4","1.61E+4","2.55E+4"
"2.06E-10","30","2.09E+4","1.77E+4","2.73E+4"
"2.06E-10","30","1.91E+4","1.97E+4","2.91E+4"
"2.06E-10","30","1.74E+4","2.19E+4","3.05E+4"
"2.06E-10","30","1.58E+4","2.37E+4","3.17E+4"
"2.06E-10","30","1.45E+4","2.67E+4","3.37E+4"
"2.06E-10","30","1.32E+4","3.16E+4","3.57E+4"
"2.06E-10","30","1.20E+4","3.47E+4","3.67E+4"
"2.06E-10","30","1.10E+4","3.80E+4","3.73E+4"
"2.06E-10","30","1.00E+4","4.16E+4","3.76E+4"
"2.06E-10","30","9.12E+3","4.51E+4","3.75E+4"
"2.06E-10","30","8.32E+3","4.87E+4","3.73E+4"
"2.06E-10","30","7.59E+3","5.21E+4","3.67E+4"
"2.06E-10","30","6.92E+3","5.54E+4","3.58E+4"
"2.06E-10","30","6.31E+3","5.86E+4","3.45E+4"
"2.06E-10","30","5.75E+3","6.13E+4","3.32E+4"
"2.06E-10","30","5.25E+3","6.41E+4","3.15E+4"
"2.06E-10","30","4.79E+3","6.65E+4","2.98E+4"
"2.06E-10","30","4.37E+3","6.85E+4","2.80E+4"
"2.06E-10","30","3.98E+3","7.04E+4","2.62E+4"
"2.06E-10","30","3.63E+3","7.22E+4","2.42E+4"
"2.06E-10","30","3.31E+3","7.36E+4","2.22E+4"
"2.06E-10","30","3.02E+3","7.48E+4","2.07E+4"
"2.06E-10","30","2.75E+3","7.59E+4","1.90E+4"
"2.06E-10","30","2.51E+3","7.65E+4","1.73E+4"
"2.06E-10","30","2.29E+3","7.71E+4","1.56E+4"
"2.06E-10","30","2.09E+3","7.79E+4","1.45E+4"
"2.06E-10","30","1.91E+3","7.83E+4","1.29E+4"
"2.06E-10","30","1.74E+3","7.86E+4","1.18E+4"
"2.06E-10","30","1.58E+3","7.90E+4","1.06E+4"
"2.06E-10","30","1.45E+3","7.91E+4","9.36E+3"
"2.06E-10","30","1.32E+3","7.91E+4","8.41E+3"
"2.06E-10","30","1.20E+3","7.94E+4","7.49E+3"
"2.06E-10","30","1.10E+3","7.95E+4","6.69E+3"
"2.06E-10","30","1.00E+3","7.95E+4","5.99E+3"
"2.06E-10","30","9.12E+2","7.95E+4","5.17E+3"
"2.06E-10","30","8.32E+2","7.94E+4","4.44E+3"
"2.06E-10","30","7.59E+2","7.96E+4","4.14E+3"
"2.06E-10","30","6.92E+2","7.95E+4","3.77E+3"
"2.06E-10","30","6.31E+2","7.92E+4","2.94E+3"
"2.06E-10","30","5.75E+2","7.93E+4","2.76E+3"
"2.06E-10","30","5.25E+2","7.90E+4","2.36E+3"
"2.06E-10","30","4.79E+2","7.92E+4","1.93E+3"
"2.06E-10","30","4.37E+2","7.90E+4","1.77E+3"
"2.06E-10","30","3.98E+2","7.91E+4","1.31E+3"
"2.06E-10","30","3.63E+2","7.88E+4","1.38E+3"
"2.06E-10","30","3.31E+2","7.89E+4","1.15E+3"
"2.06E-10","30","3.02E+2","7.89E+4","9.42E+2"
"2.06E-10","30","2.75E+2","7.86E+4","9.53E+2"
"2.06E-10","30","2.51E+2","7.86E+4","8.89E+2"
"2.06E-10","30","2.29E+2","7.85E+4","7.77E+2"
"2.06E-10","30","2.09E+2","7.83E+4","7.99E+2"
"2.06E-10","30","1.91E+2","7.83E+4","8.41E+2"
"2.06E-10","30","1.74E+2","7.81E+4","8.95E+2"
"2.06E-10","30","1.58E+2","7.81E+4","7.71E+2"
"2.06E-10","30","1.45E+2","7.80E+4","1.01E+3"
"2.06E-10","30","1.32E+2","7.80E+4","1.02E+3"
"2.06E-10","30","1.20E+2","7.81E+4","1.18E+3"
"2.06E-10","30","1.10E+2","7.80E+4","1.29E+3"
"2.06E-10","30","1.00E+2","7.81E+4","1.50E+3"
"2.06E-10","30","9.12E+1","7.80E+4","1.46E+3"
"2.06E-10","30","8.32E+1","7.81E+4","1.81E+3"
"2.06E-10","30","7.59E+1","7.80E+4","1.94E+3"
"2.06E-10","30","6.92E+1","7.83E+4","2.24E+3"
"2.06E-10","30","6.31E+1","7.83E+4","2.66E+3"
"2.06E-10","30","5.75E+1","7.86E+4","2.72E+3"
"2.06E-10","30","5.25E+1","7.78E+4","1.78E+3"
"2.06E-10","30","4.79E+1","7.83E+4","3.86E+3"
"2.06E-10","30","4.37E+1","7.88E+4","3.51E+3"
"2.06E-10","30","3.98E+1","7.88E+4","3.97E+3"
"2.06E-10","30","3.63E+1","7.90E+4","4.42E+3"
"2.06E-10","30","3.31E+1","7.94E+4","4.44E+3"
"2.06E-10","30","3.02E+1","7.97E+4","4.99E+3"
"2.06E-10","30","2.75E+1","7.99E+4","5.23E+3"
"2.06E-10","30","2.51E+1","8.03E+4","5.64E+3"
"2.06E-10","30","2.29E+1","8.05E+4","5.98E+3"
"2.06E-10","30","2.09E+1","8.08E+4","6.31E+3"
"2.06E-10","30","1.91E+1","8.13E+4","6.62E+3"
"2.06E-10","30","1.74E+1","8.15E+4","7.09E+3"
"2.06E-10","30","1.58E+1","8.24E+4","7.38E+3"
"2.06E-10","30","1.45E+1","8.26E+4","7.85E+3"
"2.06E-10","30","1.32E+1","8.30E+4","8.15E+3"
"2.06E-10","30","1.20E+1","8.33E+4","8.43E+3"
"2.06E-10","30","1.10E+1","8.41E+4","9.12E+3"
"2.06E-10","30","1.00E+1","8.46E+4","9.23E+3"
"2.06E-10","30","9.12E+0","8.52E+4","9.71E+3"
"2.06E-10","30","8.32E+0","8.57E+4","1.00E+4"
"2.06E-10","30","7.59E+0","8.65E+4","1.04E+4"
"2.06E-10","30","6.92E+0","8.72E+4","1.07E+4"
"2.06E-10","30","6.31E+0","8.80E+4","1.10E+4"
"2.06E-10","30","5.75E+0","8.85E+4","1.13E+4"
"2.06E-10","30","5.25E+0","8.94E+4","1.17E+4"
"2.06E-10","30","4.79E+0","9.01E+4","1.21E+4"
"2.06E-10","30","4.37E+0","9.11E+4","1.24E+4"
"2.06E-10","30","3.98E+0","9.15E+4","1.26E+4"
"2.06E-10","30","3.63E+0","9.25E+4","1.27E+4"
"2.06E-10","30","3.31E+0","9.33E+4","1.32E+4"
"2.06E-10","30","3.02E+0","9.41E+4","1.35E+4"
"2.06E-10","30","2.75E+0","9.50E+4","1.38E+4"
"2.06E-10","30","2.51E+0","9.59E+4","1.39E+4"
"2.06E-10","30","2.29E+0","9.68E+4","1.42E+4"
"2.06E-10","30","2.09E+0","9.78E+4","1.44E+4"
"2.06E-10","30","1.91E+0","9.85E+4","1.47E+4"
"2.06E-10","30","1.74E+0","9.94E+4","1.50E+4"
"2.06E-10","30","1.58E+0","1.01E+5","1.51E+4"
"2.06E-10","30","1.45E+0","1.01E+5","1.55E+4"
"2.06E-10","30","1.32E+0","1.02E+5","1.55E+4"
"2.06E-10","30","1.20E+0","1.03E+5","1.59E+4"
"2.06E-10","30","1.10E+0","1.04E+5","1.61E+4"
"2.06E-10","30","1.00E+0","1.06E+5","1.63E+4"
"2.06E-10","35","1.00E+6","3.84E+3","1.39E+3"
"2.06E-10","35","9.12E+5","3.89E+3","1.50E+3"
"2.06E-10","35","8.32E+5","3.91E+3","1.61E+3"
"2.06E-10","35","7.59E+5","3.98E+3","1.69E+3"
"2.06E-10","35","6.92E+5","4.03E+3","1.81E+3"
"2.06E-10","35","6.31E+5","4.07E+3","1.93E+3"
"2.06E-10","35","5.75E+5","4.13E+3","2.05E+3"
"2.06E-10","35","5.25E+5","4.20E+3","2.19E+3"
"2.06E-10","35","4.79E+5","4.26E+3","2.34E+3"
"2.06E-10","35","4.37E+5","4.33E+3","2.50E+3"
"2.06E-10","35","3.98E+5","4.40E+3","2.67E+3"
"2.06E-10","35","3.63E+5","4.43E+3","2.88E+3"
"2.06E-10","35","3.31E+5","4.54E+3","3.04E+3"
"2.06E-10","35","3.02E+5","4.64E+3","3.26E+3"
"2.06E-10","35","2.75E+5","4.73E+3","3.49E+3"
"2.06E-10","35","2.51E+5","4.81E+3","3.73E+3"
"2.06E-10","35","2.29E+5","4.87E+3","4.00E+3"
"2.06E-10","35","2.09E+5","4.97E+3","4.29E+3"
"2.06E-10","35","1.91E+5","5.08E+3","4.62E+3"
"2.06E-10","35","1.74E+5","5.19E+3","4.96E+3"
"2.06E-10","35","1.58E+5","5.33E+3","5.34E+3"
"2.06E-10","35","1.45E+5","5.44E+3","5.77E+3"
"2.06E-10","35","1.32E+5","5.56E+3","6.20E+3"
"2.06E-10","35","1.20E+5","5.73E+3","6.68E+3"
"2.06E-10","35","1.10E+5","5.90E+3","7.22E+3"
"2.06E-10","35","1.00E+5","6.07E+3","7.80E+3"
"2.06E-10","35","9.12E+4","6.30E+3","8.44E+3"
"2.06E-10","35","8.32E+4","6.53E+3","9.12E+3"
"2.06E-10","35","7.59E+4","6.79E+3","9.86E+3"
"2.06E-10","35","6.92E+4","7.13E+3","1.06E+4"
"2.06E-10","35","6.31E+4","7.45E+3","1.15E+4"
"2.06E-10","35","5.75E+4","7.88E+3","1.24E+4"
"2.06E-10","35","5.25E+4","8.35E+3","1.34E+4"
"2.06E-10","35","4.79E+4","8.92E+3","1.45E+4"
"2.06E-10","35","4.37E+4","9.51E+3","1.57E+4"
"2.06E-10","35","3.98E+4","1.03E+4","1.69E+4"
"2.06E-10","35","3.63E+4","1.11E+4","1.81E+4"
"2.06E-10","35","3.31E+4","1.21E+4","1.95E+4"
"2.06E-10","35","3.02E+4","1.32E+4","2.09E+4"
"2.06E-10","35","2.75E+4","1.45E+4","2.24E+4"
"2.06E-10","35","2.51E+4","1.60E+4","2.38E+4"
"2.06E-10","35","2.29E+4","1.76E+4","2.52E+4"
"2.06E-10","35","2.09E+4","1.95E+4","2.67E+4"
"2.06E-10","35","1.91E+4","2.15E+4","2.79E+4"
"2.06E-10","35","1.74E+4","2.37E+4","2.92E+4"
"2.06E-10","35","1.58E+4","2.61E+4","3.04E+4"
"2.06E-10","35","1.45E+4","2.88E+4","3.14E+4"
"2.06E-10","35","1.32E+4","3.35E+4","3.30E+4"
"2.06E-10","35","1.20E+4","3.65E+4","3.34E+4"
"2.06E-10","35","1.10E+4","3.97E+4","3.36E+4"
"2.06E-10","35","1.00E+4","4.30E+4","3.33E+4"
"2.06E-10","35","9.12E+3","4.58E+4","3.29E+4"
"2.06E-10","35","8.32E+3","4.88E+4","3.21E+4"
"2.06E-10","35","7.59E+3","5.16E+4","3.12E+4"
"2.06E-10","35","6.92E+3","5.44E+4","3.01E+4"
"2.06E-10","35","6.31E+3","5.68E+4","2.87E+4"
"2.06E-10","35","5.75E+3","5.89E+4","2.74E+4"
"2.06E-10","35","5.25E+3","6.10E+4","2.60E+4"
"2.06E-10","35","4.79E+3","6.28E+4","2.43E+4"
"2.06E-10","35","4.37E+3","6.42E+4","2.26E+4"
"2.06E-10","35","3.98E+3","6.58E+4","2.11E+4"
"2.06E-10","35","3.63E+3","6.70E+4","1.95E+4"
"2.06E-10","35","3.31E+3","6.80E+4","1.79E+4"
"2.06E-10","35","3.02E+3","6.88E+4","1.64E+4"
"2.06E-10","35","2.75E+3","6.95E+4","1.50E+4"
"2.06E-10","35","2.51E+3","7.00E+4","1.36E+4"
"2.06E-10","35","2.29E+3","7.06E+4","1.23E+4"
"2.06E-10","35","2.09E+3","7.11E+4","1.12E+4"
"2.06E-10","35","1.91E+3","7.13E+4","1.02E+4"
"2.06E-10","35","1.74E+3","7.17E+4","9.15E+3"
"2.06E-10","35","1.58E+3","7.15E+4","8.08E+3"
"2.06E-10","35","1.45E+3","7.21E+4","7.43E+3"
"2.06E-10","35","1.32E+3","7.21E+4","7.23E+3"
"2.06E-10","35","1.20E+3","7.24E+4","5.90E+3"
"2.06E-10","35","1.10E+3","7.22E+4","5.01E+3"
"2.06E-10","35","1.00E+3","7.23E+4","4.35E+3"
"2.06E-10","35","9.12E+2","7.23E+4","3.95E+3"
"2.06E-10","35","8.32E+2","7.24E+4","3.44E+3"
"2.06E-10","35","7.59E+2","7.24E+4","3.08E+3"
"2.06E-10","35","6.92E+2","7.24E+4","2.69E+3"
"2.06E-10","35","6.31E+2","7.24E+4","2.26E+3"
"2.06E-10","35","5.75E+2","7.23E+4","1.89E+3"
"2.06E-10","35","5.25E+2","7.23E+4","1.64E+3"
"2.06E-10","35","4.79E+2","7.21E+4","1.34E+3"
"2.06E-10","35","4.37E+2","7.20E+4","1.09E+3"
"2.06E-10","35","3.98E+2","7.21E+4","1.00E+3"
"2.06E-10","35","3.63E+2","7.19E+4","7.90E+2"
"2.06E-10","35","3.31E+2","7.20E+4","7.22E+2"
"2.06E-10","35","3.02E+2","7.18E+4","5.37E+2"
"2.06E-10","35","2.75E+2","7.18E+4","4.00E+2"
"2.06E-10","35","2.51E+2","7.17E+4","3.18E+2"
"2.06E-10","35","2.29E+2","7.17E+4","3.72E+2"
"2.06E-10","35","2.09E+2","7.17E+4","3.19E+2"
"2.06E-10","35","1.91E+2","7.17E+4","4.35E+2"
"2.06E-10","35","1.74E+2","7.16E+4","5.10E+2"
"2.06E-10","35","1.58E+2","7.17E+4","4.81E+2"
"2.06E-10","35","1.45E+2","7.16E+4","5.48E+2"
"2.06E-10","35","1.32E+2","7.16E+4","5.94E+2"
"2.06E-10","35","1.20E+2","7.15E+4","6.93E+2"
